Jessica	xnr
阿妹	n
讀	v
過	u
啫	y
嗎	y
。	w

哦	e
！	w
你	r
阿妹	n
讀	v
過	u
。	w

係	v
呀	y
？	w
讀	v
translate	xv
呀	y
？	w

日文	nz
。	w

日文	nz
。	w

同	p
佢	r
查	v
字典	n
啫	y
嗎	y
，	w
幾咁	d
簡單	a
啫	y
，	w
佢	r
有	v1
本	q
字典	n
	y
。	w

哦	e
。	w

一味	d
查	v
字典	n
就	d
得	v
𡃉	y
喇	y
。	w

唓	e
！	w
最初	t
佢	r
話	v
試	v
機	n
俾	v
我哋	r
睇	v
呢	y1
，	w
我	r
重	d
以為	v
呢	y1
佢	r
係	v
試	v
晒	u
所有	b
function	xn
𠻹	y
。	w

梗係	d
唔係	v
喇	y
。	w

佢	r
試	v
下	u
着	v
唔	d
着	v
又	d
叫做	v
試	v
機	n
𡃉	y
喇	y
嗎	y
。	w

係	v
啊	y
。	w

係	v
噉	r
	y
。	w

係	v
啊	y
佢	r
試	v
…	w

買	v
乜嘢	r
機	n
都	d
係	v
噉	r
㗎	y
？	w

買	v
乜嘢	r
機	n
都	d
係	v
𡃉	y
。	w

唔係	v
喎	y
。	w

譬如	v
你	r
買	v
部	q
電視機	n
，	w
佢	r
試	v
下	u
着	v
唔	d
着	v
機	n
，	w
得	v
唔	d
得	v
有冇	v1
公仔	n
啊	y
（	w
）	w
。	w

我	r
嗰次	r
去	vk
買	v
，	w
誒	e
，	w
部	q
傻瓜機	n
呢	y1
，	w

相機	n
呀	y
？	w

係	v
啊	y
。	w

傻瓜	n
買	v
嗰啲	r
影	v
呀	y
？	w

係	v
吖	y
。	w
佢	r
逐	r
個	q
function	xn
教	v
晒	u
我	r
。	w
我	r
覺得	v
佢	r
好	d
professional	xa
喎	y
。	w

即係	c
唔係	v
間間	q
會	vu
噉	r
做	v
，	w
不過	c
，	w
不過	c
，	w
因為	c
你	r
相機	n
可能	vu
傳統上	d
好多	m
人	n
都	d
唔	d
識	v
用	v
喇	y
，	w
因為	c
啲	q
傻瓜機	n
好	d
難	a
用	v
𡃉	y
好多	m
都	d
。	w

唔係	v
。	w

即係	c
因為	c
佢	r
個	q
操作	v
係	v
可能	vu
有	v1
，	w
嗯	e
，	w
有	v1
好多	m
種	q
唔同	a
嘅	u
方式	n
操作	v
嘅	y
。	w

噉樣	r
好	a
…	w

乜	r
唔係	v
通常	d
佢	r
即係	c
一	m
個	q
掣	n
，	w
噉	c
跟住	c
有	v1
幾	d
個	q
mode	xn
噉	r
俾	v
你	r
撳	v
𡃉	y
喇	y
。	w

係	v
喇	y
。	w
zoom	xv
唔	d
zoom	xv
個	q
shutter	xn
，	w
通常	d
都	d
係	v
噉	r
咋	y
喎	y
。	w

噉	c
但係	c
你	r
嘅	u
-	w
一般	a
人	n
影相	v
影	v
得	u
少	a
吖	y
嗎	y
，	w
噉	c
所以	c
嗰個	r
人	n
通常	d
會	vu
教	v
多	a
啲	u
嘢	n
囖	y
。	w

話明	v
傻瓜機	n
咯	y
，	w
如果	c
都	d
要	vu
教	v
嘅	u
咪	d
傻瓜	n
都	d
唔	d
識	v
用	v
嘅	u
傻瓜機	n
囖	y
。	w

誒	e
，	w
噉	c
佢	r
，	w
如果	c
佢	r
教	v
要	vu
用	v
傻瓜機	n
又	d
好	d
快	a
教	v
得	u
完	v
嘅	u
啫	y
。	w
又	d
唔同	a
，	w
吓	e
！	w
如果	c
我	r
買	v
部	q
F	nx
九零	m
交叉	n
，	w
噉樣	c
佢	r
都	d
要	vu
教	v
晒	u
我	r
識	v
用	v
嘅話	c
，	w
噉樣	c
…	w

乜嘢	r
叫做	v
F	nx
九零	m
交叉	n
啊	y
？	w

F	nx
九零	m
X	nx
。	w

即係	c
比較	d
-	w
比較	d
，	w
誒	e
，	w
比較	d
高級	a
嘅	u
傻瓜機	n
。	w

個	q
model	xn
number	xn
來	y
嘅	y
。	w

哦	e
！	w

我	r
係	v
通常	d
要	v
-	w
要	v
兩	m
三	m
日	q
先至	d
可以	vu
識	v
晒	u
佢	r
啲	q
function	xn
嘅	u
。	w

兩	m
三	m
日	q
咁	d
耐	a
。	w
嘩	e
！	w
你	r
都	d
要	vu
兩	m
三	m
日	q
，	w
我	r
咪	d
兩	m
三	m
年	q
都	d
學	v
唔	d
會	vu
。	w

唔係	v
…	w

因為	c
佢	r
嗰	r
部	q
-	w
佢	r
嗰	r
部	q
說明書	n
係	v
好	d
厚	a
身	n
嘅	u
。	w

嗰啲	r
傻瓜機	n
係	v
唔係	v
可以	vu
自己	r
加	v
鏡頭	n
嗰啲	r
來	y
𡃉	y
？	w

係	v
啊	y
。	w
換	v
鏡頭	n
。	w

哦	e

即係	c
可以	vu
manual	xa
又	d
可以	vu
auto	xa
，	w
係	v
唔係	v
啊	y
？	w

即係	c
一	m
較	v
…	w

係	v
啊	y
。	w

哦	e
。	w

係	v
啊	y
，	w
係	v
好	d
專業	a
嘅	u
機	n
來	v
𡃉	y
都	d
（	w
）	w
。	w

即係	c
非一般	a
傻瓜機	n
喇	y
。	w

係	v
喇	y
。	w

幾乎	d
叫做	v
專業	a
機	n
𡃉	y
嚹	y
。	w
不過	c
傻瓜機	n
通常	d
，	w
誒	e
，	w
一般	a
傻瓜機	n
呢	y1
噉	c
，	w
佢	r
-	w
佢	r
又	d
唔同	r
嘅	u
電	n
-	w
即係	c

你	r
開	v
啱	vd
topic	xn
喇	y
。	w

唔同	a
嘅	u
傻瓜機	n
可能	vu
用	v
唔同	a
嘅	u
電	n
呢	y
。	w

噉	c
有	v1
乜嘢	r
…	w

同埋	c
呢	y1
又	d
-	w
又	d
唔同	a
嘅	u
function	xn
，	w
或者	c
個	q
閃燈	n
會	vu
唔	d
會	vu
要	v
自己	r
撳	v
掣	n
先至	d
識	v
得	u
閃	v
出來	v
呢	y
。	w
有啲	r
-	w
有啲	r
你	r
要	vu
撳	v
咗	u
掣	n
，	w

係	v
啊	y
，	w
有	v1
啲	q
要	vu
遮	v
住	u
個	q
鏡頭	n
拍	v
一	m
下	q
先	d
	y
嗎	y
？	w

有	v1
啲	m
特登	d
要	vu
pit3	v
咗	u
佢	r
噉	r
嗰啲	r
呢	y1
就	d
部部	q
機	n
有	v1
啲	q
唔同	a
嘅	u
。	w
噉	c
所以	c
呢	y1
，	w
就	d
都	d
要	vu
講	v
下	u
嘅	u
。	w

所以	c
阿哥	n
噉	r
介紹	v
。	w

噉	c
但係	c
呢	y1
，	w
又	d
唔係	v
好多	m
嘢	n
講	v
。	w
所以	c
呢	y1
應該	vu
係	v
五	m
六	m
分鐘	q
喇	y
，	w
可以	vu
教	v
晒	u
。	w

唔係	v
喎	y
，	w
但係	c
上	f
次	q
我	r
買	v
嗰陣時	r
呢	y1
，	w
最初	t
呢	y1
介紹	v
俾	p
我	r
嗰	r
位	q
哥哥	n
呢	y1
係	v
唔	d
識	v
𡃉	y
喎	y
，	w
「	w
唔	d
識	v
啊	y
，	w
唔	d
識	v
啊	y
。	w
」	w
噉樣	r
。	w
跟住	c
係	v
問	v
入邊	f
嗰	r
位	q
哥哥	n
呢	y1
，	w
跟住	c
佢	r
就	d
好	d
詳盡	a
噉樣	r
介紹	v
一	m
次	q
俾	p
我	r
聽	v
嘞	y
。	w

噉	c
介紹	v
咗	u
幾	r
-	w
幾多	r
分鐘	q
俾	p
你	r
聽	v
啊	y
？	w

噉	c
我	r
諗	v
都	d
有	v1
…	w

都	d
係	v
五	m
、	w
六	m
分鐘	q
講	v
晒	u
𡃉	y
喇	y
。	w

十	m
分鐘	q
以內	f
喇	y
，	w
一定	d
係	v
。	w

噉	c
有	v1
啲	q
售貨員	n
係	v
唔	d
識	v
用	v
咁	d
多	a
機	n
𠸏	y
。	w
噉	c
𠻺	d
，	w
都	d
係	v
好	d
普遍	a
𠸏	y
。	w

係	v
呃	y
，	w
唔	d
出奇	a
吖	y
。	w

但係	c
以前	t
，	w
我	r
覺得	v
唔同	a
咗	u
囖	y
。	w
以前	t
嗰啲	r
人	n
通常	d
賣	v
親	u
任何	r
機	n
呢	y1
，	w
都	d
會	vu
識	v
𡃉	y
。	w
但係	c
呢	y1
，	w
而家	t
嗰啲	r
-	w
誒	e
，	w
即係	c
唔係	v
淨係	d
話	v
相機	n
啊	y
，	w
其他	r
嗰啲	r
都	d
係	v
𡃉	y
，	w
我	r
試過	v
去	v
豐澤	nz
呢	y1
，	w
買	v
部	q
錄音機	n
呢	y1
，	w
跟住	c
問	v
下	u
佢	r
嗰個	r
掣	n
係	v
乜嘢	r
呢	y1
，	w
佢	r
都	d
話	v
，	w
話	v
唔	d
知	v
啊	y
。	w

唔	d
出奇	a
𡃉	y
喎	y
。	w

跟住	c
問	v
下	u
佢	r
哩個	r
掣	n
係	v
乜嘢	r
，	w
「	w
唔	d
知	v
啊	y
。	w
」	w
跟住	c
問	v
嗰個	r
掣	n
係	v
乜嘢	r
，	w
又	d
唔	d
知	v
啊	y
。	w

因為	c
啲	q
新	a
嘢	n
啲	u
設計	vn
係	v
太	d
多	a
嘢	n
喇	y
，	w
即係	c
可能	vu
…	w

唔係	v
新	a
嘢	n
來	y
𡃉	y
，	w
嗰	r
部	q
機	n
好	d
舊	a
𡃉	y
。	w

唔係	v
-	w
好	d
舊	a
都	d
唔	d
識	v
？	w

可能	vu
舊	a
得滯	d
啊	y
就	d
係	v
。	w

噉	c
嗰個	r
人	n
新	a
入行	v
喇	y
，	w
如果	c
噉	r
就	d
。	w

但係	c
而家	t
我	r
覺得	v
普遍	a
係	v
噉	r
吖	y
嗎	y
，	w
而家	t
嗰啲	r
sales	xn
。	w

啲	q
-	w
啲	q
sales	xn
嘅	u
質素	n
下降	v
，	w
會	vu
唔	d
會	vu
好似	v
同	p
醫管局	nt
嗰啲	r
…	w

嗰啲	r
醫生	n
一樣	a
。	w

嗰啲	r
醫護	n
人員	n
嘅	u
質素	n
一樣	a
。	w

係	v
喇	y
。	w
瑪麗	nt
啊	y1
，	w
威爾斯	nt
啊	y
。	w

喀	e
。	w

你	r
都	d
做	v
過	u
威爾斯	nt
𡃉	y
喎	y
，	w
有	v1
乜嘢	r
comment	xn
啊	y
？	w

冇	v1
。	w
誒	e
，	w
其實	d
威爾斯	nt
都	d
-	w
如果	c
係	v
做	v
professor	xn
級	n
嗰啲	r
，	w
或者	c
SMO	xjn
係	v
好	d
醒	a
𡃉	y
嗰啲	r
。	w

點解	r
你	r
做	v
過	u
威爾斯	nt
𠸏	y
？	w

噉	c
嗰陣	r
有	v1
個	q
自殺	v
院	n
係	v
嗰度	r
吖	y
嗎	y
，	w
我	r
調	v
過去	v
嗰度	r
做	v
咗	u
三	m
年	q
零	m
七	m
個	q
月	n
。	w

三	m
年	q
零	m
七	m
…	w

係	v
啊	y
。	w

真係	d
三	m
年	q
零	m
七	m
個	q
月	n
。	w
爭	v
一	m
個	q
月	n
就	d
八	m
個	q
月	n
。	w

係	v
啊	y
。	w
不過	c
三	m
年	q
零	m
七	m
個	q
月	n
都	d
係	v
做	v
同	p
一	m
個	q
ward	xn
囖	y
。	w

係	v
呀	y
？	w

做	v
同一	b
個	q
病房	n
。	w

但係	c
唔係	v
即係	c
可以	vu
噉樣	r
轉	v
？	w

都	d
係	v
psyche	xjn
ward	xn
來	y
	y
嗎	y
。	w

會	vu
。	w

以前	t
出來	v
大家	r
都	d
係	v
政府	n
醫院	n
。	w

入來	v
吖	y
。	w
繼續	v
錄	v
𡁵	u
音	n
啊	y
。	w

你	r
錄	v
𡁵	u
音	n
呀	y
？	w

繼續	v
錄	v
𡁵	u
音	n
，	w
佢	r
講	v
𡁵	u
嘢	n
。	w

佢	r
啊	y
！	w

你	r
講	v
𡁵	u
嘢	n
呀	y
？	w

佢	r
講	v
𡁵	u
嘢	n
。	w

唔係	v
啊	y
，	w
係	v
你	r
講	v
𡁵	u
嘢	n
。	w

而家	t
係	v
你	r
講	v
𡁵	u
嘢	n
嘞	y
。	w

得	v
嘞	y
。	w

因為	c
以前	t
嗰個	r
制度	n
呢	y1
，	w
就	d
同一	b
-	w
同一	b
份	q
政府	n
醫院	n
，	w
嗰啲	r
人	n
呢	y1
，	w
就	d
會	vu
-	w
即係	c
你	r
-	w
你	r
唔使	vu
申請	v
又	d
唔使	vu
出聲	v
𡃉	y
嚹	y
，	w
佢	r
-	w
佢	r
到時	t
如果	c
佢	r
話	v
要	vu
郁	v
就	d
郁	v
…	w

你	r
唔係	v
-	w
你	r
apply	xv
𡃉	y
咩	y
？	w

唔係	v
𡃉	y
。	w
我	r
冇	v1
-	w
我	r
冇	v1
出	v
過	u
聲	n
𡃉	y
。	w

佢	r
調	v
你	r
㗎	y
喳	y
？	w

不過	c
我	r
-	w
我	r
住	v
將軍澳	ns
咁	d
遠	a
呢	y1
，	w

噉	c
可	g1
唔	d
可以	vu
拒絕	v
𡃉	y
？	w

可以	vu
。	w

可	Vg
-	w
誒	e
，	w
唔係	v
喎	y
。	w

唔	d
得	v
嘅	u
咩	y
？	w

以前	t
嗰個	r
年代	n
你	r
估	v
好似	v
而家	t
噉	c
呀	y
，	w
話	v
拒絕	v
噉	r
呀	y
。	w
以前	t
啊	y
，	w
拒絕	v
都	d
係	v
即係	c
佢	r
…	w

過	v
咗	u
去	v
先	d
。	w

佢	r
，	w
誒	e
，	w
又	d
唔係	v
過	v
咗	u
去	v
先	d
，	w
誒	e
，	w
佢	r
可能	vu
會	vu
dam1	v
長	a
一	m
兩	m
個	q
月	n
，	w
跟住	c
都	d
係	v
監粗	d
㧬	v
啲	q
人	n
走	v
𡃉	y
。	w

吓	e
？	w
咁	d
賣豬仔	l
㗎	y
？	w

噉	c
不過	c
我	r
又	d
好	d
合理	a
吖	y
，	w
嗱	e
！	w
我	r
-	w
我	r
住	v
將軍澳	ns
，	w
個	q
地址	n
報	v
住	v
將軍澳	ns
，	w
噉	c
我	r
嗰陣	r
做	v
開	u
青山醫院	nt
。	w

嗯	e
。	w

你哋	r
兩	m
個	q
…	w

噉	c
如果	c
要	v
我	r
-	w
我	r
-	w
我	r
-	w
我	r
同	p
你	r
講	v
-	w
𠻺	y1
我	r
返工	v
好	d
方便	a
都	d
-	w
都	d
呃	v
你	r
嘅	u
啫	y
。	w
係	v
唔係	v
先	d
？	w

噉	c
你	r
話	v
我	r
做	v
開	u
嗰度	r
，	w
我	r
對	v
嗰度	r
啲	q
人	n
有	v1
感情	n
。	w

係	v
有	v1
啲	q
感情	n
，	w
不過	c
我	r
又	d
唔	d
會	vu
好似	v
佢	r
噉	r
呢	y1
，	w
調	v
一	m
調	v
ward	xn
呢	y1
就	d
唔	d
捨得	v
。	w
我	r
哩個	r
人	n
好	d
無情	a
。	w

哦	e
！	w
無情	a
啊	y1
，	w
Francoise	xnr
你	r
聽	v
清楚	a
啊	y
。	w

走開	v
，	w
你	r
聽	v
到	u
未	d
啊	y
？	w
聽	v
到	u
未	d
啊	y
？	w

對	v
啲	q
病	a
咗	u
，	w
對	v
啲	q
病	a
嘅	u
同事	n
又	d
唔同	a
𠸏	y
。	w

嗱	e
！	w
而家	t
叫	v
你	r
轉	v
ward	xn
得	v
唔	d
得	v
吖	y
？	w

有	v1
人証	n
、	w
有	v1
物証	n
啊	y
嗱	y
！	w

感情	n
嘅	u
嘢	n
𠻺	d
有	v1
深度	n
分	v
	y
嗎	y
。	w

有	v1
人証	n
、	w
有	v1
物証	n
啊	y
而家	t
。	w

哦	e
！	w
而家	t
叫	v
你	r
轉	v
ward	xn
，	w
你	r
捨	g1
唔	d
捨得	v
先	d
？	w
嗱	e
！	w
老老實實	z
嘞	y
。	w

而家	t
轉	v
ward	xn
都	d
冇	v1
乜	r
所謂	d
嘅	y
！	w

佢	r
恨	v
轉	v
ward	xn
喎	y
。	w

點解	r
啊	y
？	w

轉	v
醫院	n
就	d
唔	d
好	vu
啫	y
，	w
轉	v
ward	xn
冇所謂	v
。	w

佢	r
而家	t
恨	v
轉	v
ward	xn
喎	y
。	w

喺	p
出邊	f
嗰	r
位	q
牛	nr
先生	n
呢	y1
，	w
佢	r
今日	t
生日	n
啊	y
。	w

我	r
知	v
呃	y
。	w

哦	e
。	w

阿	h
沈生	nr
吖	y
嗎	y
。	w

係	v
啊	y
係	v
啊	y
，	w
阿牛	nr
啊	y1
叫做	v
唔	d
知	v
係	v
唔係	v
（	w
）	w
？	w

牛	nr
定	c
沈	nr
啊	y
，	w
喂	e
？	w

係	v
姓	n
沈	nr
，	w
不過	c
叫	v
阿牛	nr
。	w

哦	e
。	w

唔	d
知	v
人人	n
都	d
叫	v
佢	r
做	v
阿牛	nr
，	w
可能	vu
懶	a
喇	y
。	w
哎吔	e
，	w
死	v
嘞	y
，	w
錄	v
𡁵	u
音	n
。	w
唔係	v
我	r
講	v
，	w
唔係	v
我	r
，	w
我	r
聽聞	v
𡃉	y
咋	y
。	w
我	r
聽聞	v
𡃉	y
咋	y
。	w

咁	d
耐	a
都	d
差唔多	d
嚹	y
啩	y
。	w

夠	v
晒	u
十	m
分鐘	q
喇	y
。	w

唔	d
好	vu
講	v
咁	d
多	a
喇	y
。	w

喂	e
！	w
噉	c
一陣間	t
呢	y1
，	w

點	r
啊	y
？	w
點	r
啊	y
？	w
點	r
？	w

一齊	d
食	v
蛋糕	n
嘍	y
。	w
好	a
唔	d
好	a
啊	y
？	w

好	a
。	w

好	a
呃	y
。	w

有	v1
-	w
有	v1
一	m
間	q
呢	y1
就	d
賣	v
開	u
，	w
誒	e
，	w
家庭	n
用品	n
嘅	y
，	w
就	d
即係	c
實惠	nz
嗰	r
一	m
類	q
嘅	y
。	w
就	d
爭取	v
到	u
六成	m
嘅	u
減	v
租	Ng
啊	y
。	w
噉樣	c
就	d
即係	c
令到	v
個	q
商鋪	n
呢	y1
，	w
打	v
咗	u
支	q
強心針	n
，	w
就	d
堅持	v
就	d
再	d
去	v
講	v
噉樣	c
。	w

重	d
有得	vu
搞	v
。	w

喀	e
。	w
但係	c
其實	d
而家	t
已經	d
變	v
咗	u
攻防戰	n
𡃉	y
嚹	y
。	w
即	c
係	v
你有過牆梯	l
，	w
唔係	v
，	w
你有張良計	l
，	w
我有過牆梯	l
𡃉	y
嘞	y
。	w

你有過牆梯	l
。	w
噉	c
𠻺	d
點	r
呢	y
？	w

我	r
就	d
出	v
多	a
自己	r
一	m
條	q
張良計	l
噉樣	c
啊	y
，	w
喀	e
。	w

哦	e
。	w
我	r
有	v1
禽流雞	n
。	w

係	v
嘞	y
。	w
噉	c
個	q
情況	n
點	r
呢	y
？	w
就	d
而家	t
呢	y1
，	w
即	c
係	v
譬如	v
而家	t
出	v
好多	m
招數	n
𡃉	y
嗰啲	r
商舖	n
喇	y
。	w
第一	m
最	d
簡單	a
嘅	u
就	d
扮	v
可憐	a
先	d
。	w
即係	c
同	p
人哋	r
講	v
：	w
「	w
喂	e
我哋	r
好	d
慘	a
啊	y
。	w
」	w

好	d
淒涼	a
。	w
都	d
其實	d
都	d
唔使	vu
扮	v
。	w

上去	v
想	vu
囈	v
喇	y
。	w

你	r
行	v
出去	v
望	v
下	u
。	w

影	v
啲	q
相	n
啊	y
噉樣	c
。	w

你	r
淨係	d
叫	v
業主	n
來	v
吖	y
。	w

係	v
囖	y
。	w

喂	e
但係	c
業主	n
唔	d
理	v
你	r
	y
嗎	y
。	w
坐	v
喺	p
office	xn
裏邊	f
，	w
靚	a
靚	a
哋	u
噉樣	c
。	w

唔係	v
，	w
噉	c
你	r
扮	v
可憐	a
都	d
要	vu
	y
嗎	y
。	w

係	v
啊	y
。	w
一係	d
話	v
俾	p
佢	r
聽	v
點	r
可憐	a
法	n
囖	y
。	w

你	r
咪	d
拍	v
嗰度	r
情形	n
俾	p
佢	r
睇	v
囖	y
。	w
即	c
一	m
餅	q
…	w

係	v
嘞	y
。	w
拍低	v
個	q
情況	n
。	w

廿四	m
小時	n
有	v1
錄影帶	n
。	w
你	r
一路	d
fast-forward	xv
呢	y1
，	w
你	r
都	d
見	v
唔	d
到	u
有	v1
人	n
行入	v
過	u
來	v
𡃉	y
嚹	y
。	w
其實	c
係	v
-	w
唔係	v
啊	y
…	w

以為	v
係	v
定格	v
。	w

自己	r
郁	v
來	v
郁	v
去	v
囖	y
。	w

啊	e
一	m
日	n
係噉	d
擰頭	v
囖	y
。	w
係噉	d
一尾	d
反覆	v
擰頭	v
囖	y
。	w

自己	r
擰頭	v
。	w

反覆	v
擰頭	v
。	w

就	d
冇	v1
人	n
行	v
嘅	y
噉樣	c
。	w
噉	c
𠻺	d
另	d
一	m
招	n
呢	y1
，	w
都	d
係	v
都	d
幾	d
work	xv
𡃉	y
。	w
就	d
係	v
即係	c
借助	v
輿論	n
嘅	u
壓力	n
𡃉	y
。	w
譬如	v
佢	r
行	v
，	w
即係	c
遊街	n
啊	y
噉樣	c
呢	y1
，	w
噉	c
啲	q
報紙	n
梗	d
賣	v
	y
嗎	y
。	w
又	d
即	c
出	v
晒	u
啲	q
廣告	n
啊	y
噉樣	c
。	w

或者	c
打	v
俾	p
大班	nr
。	w

喀	e
。	w
打	v
俾	p
大班	nr
去	v
講	v
。	w
噉	c
𠻺	d
有	v1
啲	m
壓力	n
俾	p
佢哋	r
嘞	y
，	w
噉	c
佢	r
就	d
有	v1
反應	vn
。	w

唔係	v
啊	y
。	w
即	c
係	v
對上	a
兩	m
個	q
禮拜	n
噉	c
呢	y1
，	w
尤其是	d
譬如	v
話	v
尖沙咀	ns
啊	y1
，	w
嗰啲	r
大型	a
嘅	u
即係	c
商場	n
啊	y1
噉樣	c
呢	y1
，	w
都	d
有	v1
啲	m
商戶	n
呢	y1
都	d
提出	v
呢	y1
，	w
即	c
同	p
啲	q
大業主	n
呢	y1
就	d
講	v
可	g1
唔	d
可以	vu
真係	d
減	v
租	Ng
。	w
因為	c
尤其是	d
即係	c
個	q
市	n
又	d
淡	a
呢	y
。	w
噉	c
𠻺	d
遊客	n
即	c
係	v
旅遊業	n
又	d
係	v
即	c
係	v
淡	a
中	f
…	w

主打	a
遊客	n
嗰啲	r
好	d
慘	a
啊	y
。	w

再	d
淡	a
喇	y
，	w
吓	e
。	w
噉	c
𠻺	d
即係	c
譬如	v
話	v
開	v
間	q
噉	r
嘅	u
洋服	n
舖	n
專	d
幫	v
西	f
人	n
做	v
西裝	n
嘅	y
，	w
噉	c
𠻺	d
真係	d
企	v
咗	u
喺度	v
。	w
唔	d
知	v
做	v
乜嘢	r
。	w
揸	v
住	u
把	p
尺	n
度	v
來	v
度	v
去	v
。	w

咪	d
自己人	n
做	v
套	q
西裝	n
過年	v
囖	y
。	w

嘩	e
！	w
係	v
喎	y
。	w
自己	r
度	v
囖	y
。	w
但係	c
佢哋	r
而家	t
已經	d
-	w
即	c
係	v
嗰	r
班	q
呢	y1
，	w
冇	v1
生意	n
嗰	r
班	q
呢	y1
，	w
已經	d
進	v
咗	u
另	d
一	m
階段	n
嘞	y
。	w
就	d
決定	v
唔	d
交租	v
啊	y
。	w
即係	c
話	v
，	w
『	w
哦	e
，	w
你	r
喂	y1
，	w
橫掂	c
都	d
冇	v1
，	w
你	r
來	v
吖	y
，	w
清場	v
啊	y
，	w
我	r
都	d
冇	v1
錢	n
交	v
嘞	y
。	w
唔	d
交	v
噉樣	c
。	w
』	w
噉	c
但係	c
呢	y1
，	w
哩個	r
情況	n
就	d
即	c
係	v
業主	n
又	d
會	vu
即	d
係	v
封	v
你	r
舖	n
啊	y
，	w
鎖	v
你	r
噉	r
𠻺	d
。	w

咪	d
即	c
係	v
。	w
哩個	r
噉	r
嘅	u
情況	n
咪	d
等於	v
即	c
係	v
嗰	r
間	q
執	v
咗	u
笠	v
嘅	u
酒樓	n
噉樣	r
樣	n
囖	y
。	w

咪	d
係	v
囖	y
，	w
係	v
囖	y
。	w
拚pe5	v
一樣	a
囖	y
。	w

係	v
囖	y
。	w
唔	d
交	v
囖	y
。	w
閂	v
埋	u
佢	r
噉樣	c
。	w
噉	c
另外	c
有	v1
啲	m
呢	y1
，	w
就	d
即	c
係	v
已經	d
開	v
-	w
即	c
係	v
預計	v
到	u
來	vk
有	v1
人	n
封舖	v
嘅	u
時候	n
呢	y1
，	w
佢	r
連	d
貨	n
都	d
唔	d
要	v
啊	y
。	w
棄舖潛逃	i
啊	y
。	w
嗰啲	r
其實	d
已經	d
冇	v1
交	v
三	m
個	q
月	n
租	Ng
𡃉	y
嘞	y
。	w
冇	v1
交	v
三	m
個	q
月	n
租	Ng
𡃉	y
嘞	y
。	w

嗰	r
次	q
我	r
喺	p
尖沙咀	ns
經過	v
一	m
間	q
喺	p
彌敦道	ns
呢	y1
，	w
近	a
尖沙咀區	ns
呢	y1
，	w
誒	e
，	w
有	v1
一	m
間	q
電器	n
舖	n
啊	y
。	w
噉	c
佢	r
-	w
噉	c
佢	r
就	d
寫	v
住	u
一啲	m
，	w
誒	e
，	w
業主	n
即係	c
走人	n
啊	y
，	w
即係	c
𠻺	y1
嗰啲	r
要	v
貨	n
-	w
要	v
錢	n
唔	d
要	v
貨	n
嗰啲	r
嘞	y
。	w

係	v
嘞	y
。	w
擺	v
喺度	v
「	w
自己	r
攞	v
喇	y
」	w
噉樣	c
啊	y
。	w

想	vu
入去	v
睇	v
。	w
噉	c
𠻺	d
（	w
）	w
我	r
自己	r
買	v
咗	u
個	q
相機	n
鏡頭	n
啊	y
。	w
噉	c
𠻺	d
問	v
佢	r
有冇	v1
單	n
，	w
有冇	v1
剩	r
。	w
佢	r
話	v
冇	v1
𡃉	y
嚹	y
。	w
我	r
話	v
「	w
點解	r
啊	y
？	w
」	w
佢	r
話	v
做	v
埋	u
今日	t
，	w
佢	r
話	v
根本	d
就	d
係	v
個	q
老闆	n
走	v
咗	u
路	n
。	w

噉	c
冇	v1
保養	v
𡃉	y
嘞	y
？	w

佢	r
話	v
而家	t
哩啲	r
呢	y1
，	w
就	d
係	v
…	w

俾	v
張	q
單	n
你	r
又	d
點	r
吖	y
？	w

啲	q
員工	n
福利	n
來	v
𡃉	y
咋	v
而家	t
，	w
係	v
唔係	v
啊	y
？	w

而家	t
就	d
直程	d
佢	r
話	v
出糧	v
錢	n
來	v
𡃉	y
。	w

係	v
啊	y
。	w

出糧	v
錢	n
。	w
我	r
話	v
你	r
噏	v
個	q
價	n
喇	y
，	w
你	r
噏	v
個	q
價	n
喇	y
。	w
誒	e
，	w
佢	r
譬如	v
佢	r
登	v
二千四	m
。	w
噉	c
我	r
話	v
：	w
「	w
喂	e
有	v1
冇得	vu
平	a
啊	y
？	w
」	w
佢	r
話	v
你	r
噏	v
個	q
價	n
喇	y
。	w

千二	m
喇	y
。	w

佢	r
話	v
『	w
千	m
零	m
蚊	q
喇	y
，	w
千	m
零	m
蚊	q
喇	y
。	w
快	a
啲	u
喇	y
。	w
』	w

嘩	e
哩	r
種	n
購物	v
方式	n
都	d
真係	d
幾	d
離奇	a
喎	y
。	w

係	v
啊	y
。	w
但係	c
喺	p
尖沙咀	ns
彌敦道	ns
喎	y
。	w
噉樣	c
啲	q
伙記	n
見	v
到	u
都	d
無限	a
唏噓	v
啊	y
。	w
「	w
喂	e
你	r
睇	v
下	u
重	d
有	v1
啲	q
乜嘢	r
要	v
吖	y
。	w
嗰	r
部	q
黑	a
-	w
車	n
Hi-fi	xn
睇	v
下	u
要	v
唔	d
要	v
吖	y
。	w
」	w
「	w
睇	v
吓	u
，	w
喂	e
哩啲	r
啱	a
唔	d
啱	a
啊	y
